experiment_id,bias_id,model_id,bias,experiment_type,scenario,model,local,temperature,system,content,variables,response_type,target_response,part,parts_total,ran_date,correct_ran_loops,total_ran_loops,updated_at
10212,102,12,endowment effect,multi-scenario,0_normal,gemma2,true,1.3,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 18:02:10.064923,100,100,2025-01-04 17:14:56.419830+00:00
10213,102,13,endowment effect,multi-scenario,0_normal,gemma2,true,0.2,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-07 23:24:11.424376,100,100,2025-01-04 17:14:56.419830+00:00
10214,102,14,endowment effect,multi-scenario,0_normal,gemma2,true,1.8,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-07 23:23:49.213504,100,100,2025-01-04 17:14:56.419830+00:00
10220,102,20,endowment effect,multi-scenario,0_normal,gemma2:27b,true,0.7,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-02 03:06:51.769477,100,100,2025-01-04 17:14:56.419830+00:00
10221,102,21,endowment effect,multi-scenario,0_normal,gemma2:27b,true,1,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 22:59:05.752256,100,100,2025-01-04 17:14:56.419830+00:00
10222,102,22,endowment effect,multi-scenario,0_normal,gemma2:27b,true,1.3,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 22:06:33.922157,100,100,2025-01-04 17:14:56.419830+00:00
10223,102,23,endowment effect,multi-scenario,0_normal,gemma2:27b,true,0.2,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-10 17:11:29.683426,100,100,2025-01-04 17:14:56.419830+00:00
10224,102,24,endowment effect,multi-scenario,0_normal,gemma2:27b,true,1.8,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-10 17:07:52.730610,100,100,2025-01-04 17:14:56.419830+00:00
10230,102,30,endowment effect,multi-scenario,0_normal,gpt-4o-mini,false,0.7,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 14:34:01.153161,100,100,2025-01-04 17:14:56.419830+00:00
10231,102,31,endowment effect,multi-scenario,0_normal,gpt-4o-mini,false,1,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-05 18:36:16.485573,100,100,2025-01-04 17:14:56.419830+00:00
10232,102,32,endowment effect,multi-scenario,0_normal,gpt-4o-mini,false,1.3,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-05 18:22:26.091136,100,100,2025-01-04 17:14:56.419830+00:00
10233,102,33,endowment effect,multi-scenario,0_normal,gpt-4o-mini,false,0.2,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-10 11:01:42.807450,100,100,2025-01-04 17:14:56.419830+00:00
10234,102,34,endowment effect,multi-scenario,0_normal,gpt-4o-mini,false,1.8,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-10 11:12:03.856739,100,100,2025-01-04 17:14:56.419830+00:00
10240,102,40,endowment effect,multi-scenario,0_normal,gpt-4o,false,0.7,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 15:29:36.934059,100,100,2025-01-04 17:14:56.419830+00:00
10241,102,41,endowment effect,multi-scenario,0_normal,gpt-4o,false,1,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-05 20:31:31.714245,100,100,2025-01-04 17:14:56.419830+00:00
10242,102,42,endowment effect,multi-scenario,0_normal,gpt-4o,false,1.3,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-05 20:48:00.803205,100,100,2025-01-04 17:14:56.419830+00:00
10243,102,43,endowment effect,multi-scenario,0_normal,gpt-4o,false,0.2,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-11 17:32:19.035206,100,100,2025-01-04 17:14:56.419830+00:00
10244,102,44,endowment effect,multi-scenario,0_normal,gpt-4o,false,1.8,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-27 15:40:14.424745,100,120,2025-01-04 17:14:56.419830+00:00
10250,102,50,endowment effect,multi-scenario,0_normal,llama3.1,true,0.7,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-01 21:45:38.525525,100,100,2025-01-04 17:14:56.419830+00:00
10251,102,51,endowment effect,multi-scenario,0_normal,llama3.1,true,1,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 18:43:30.431495,100,100,2025-01-04 17:14:56.419830+00:00
10252,102,52,endowment effect,multi-scenario,0_normal,llama3.1,true,1.3,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 18:43:40.710141,100,100,2025-01-04 17:14:56.419830+00:00
10253,102,53,endowment effect,multi-scenario,0_normal,llama3.1,true,0.2,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-07 20:19:49.209029,100,100,2025-01-04 17:14:56.419830+00:00
10254,102,54,endowment effect,multi-scenario,0_normal,llama3.1,true,1.8,All,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-07 20:19:29.614856,100,100,2025-01-04 17:14:56.419830+00:00
10260,102,60,endowment effect,multi-scenario,0_normal,llama3.1:70b,true,0.7,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-03 06:32:04.448044,100,100,2025-01-04 17:14:56.419830+00:00
10261,102,61,endowment effect,multi-scenario,0_normal,llama3.1:70b,true,1,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 20:05:06.605266,100,100,2025-01-04 17:14:56.419830+00:00
10262,102,62,endowment effect,multi-scenario,0_normal,llama3.1:70b,true,1.3,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-04 20:06:59.507937,100,100,2025-01-04 17:14:56.419830+00:00
10263,102,63,endowment effect,multi-scenario,0_normal,llama3.1:70b,true,0.2,Linux,I show you a mug from a distance. You can see it but you cannot touch it. The mug was originally priced at $ price_value but the value of the mug is different for different individuals. What price would you buy it for? $ __,"{""price_value"": 4}",numerical,,2,2,2024-11-08 23:03:59.427107,100,100,2025-01-04 17:14:56.419830+00:00
